run_0,run_1,run_2,run_3,run_4,run_5,run_6,run_7,run_8,run_9,run_10,run_11,run_12,run_13,run_14,run_15,run_16,run_17,run_18,run_19,run_20,run_21,run_22,run_23
507.0,423.0,2025.0,978.0,604.0,1611.0,2521.0,2522.0,1184.0,1484.0,2318.0,276.0,2539.0,3266.0,353.0,1800.0,842.0,745.0,2746.0,2899.0,165.0,313.0,833.0,1080.0
1168.0,1442.0,1813.0,1465.0,587.0,2645.0,1330.0,2424.0,1757.0,1110.0,1640.0,2174.0,1415.0,3024.0,2176.0,1981.0,1610.0,2650.0,1486.0,1967.0,1223.0,2083.0,559.0,598.0
2135.0,346.0,860.0,168.0,1749.0,1417.0,3314.0,2272.0,2913.0,1170.0,1785.0,228.0,1184.0,,2247.0,161.0,2627.0,2988.0,1989.0,1940.0,1051.0,346.0,1244.0,2363.0
1581.0,2296.0,2352.0,2232.0,611.0,936.0,1157.0,2994.0,1107.0,1024.0,313.0,2558.0,3296.0,,76.0,2273.0,2415.0,122.0,1812.0,28.0,718.0,287.0,2183.0,1378.0
2522.0,1472.0,1322.0,91.0,1234.0,1465.0,1292.0,445.0,3180.0,2110.0,1108.0,3122.0,1826.0,,1472.0,1964.0,2534.0,1423.0,3072.0,745.0,3397.0,423.0,186.0,2710.0
313.0,1118.0,943.0,2064.0,1439.0,88.0,2545.0,2410.0,2231.0,661.0,89.0,1095.0,844.0,,990.0,2448.0,313.0,958.0,585.0,205.0,475.0,3256.0,1252.0,1250.0
1017.0,982.0,1056.0,1636.0,1017.0,2305.0,1117.0,1192.0,96.0,1442.0,1942.0,679.0,2415.0,,102.0,2006.0,2354.0,1412.0,2981.0,2306.0,3210.0,3368.0,2199.0,1809.0
3392.0,3368.0,2255.0,3392.0,3016.0,3155.0,5.0,927.0,710.0,1451.0,634.0,2524.0,1023.0,,2315.0,343.0,3296.0,1913.0,2706.0,839.0,2250.0,1304.0,2752.0,325.0
1124.0,569.0,1805.0,2038.0,748.0,1541.0,2427.0,2569.0,2185.0,1268.0,492.0,1674.0,1033.0,,1446.0,2148.0,3001.0,2052.0,3411.0,1078.0,1595.0,1026.0,489.0,1630.0
1684.0,709.0,2705.0,725.0,2230.0,3178.0,2098.0,728.0,1914.0,607.0,412.0,388.0,1610.0,,2369.0,701.0,3109.0,2595.0,1115.0,908.0,2113.0,759.0,1489.0,1317.0
2480.0,3235.0,3059.0,2121.0,1409.0,109.0,1852.0,1110.0,299.0,1841.0,1154.0,283.0,1200.0,,268.0,1863.0,2796.0,740.0,1529.0,2490.0,1140.0,166.0,3347.0,2086.0
1437.0,1111.0,1948.0,2087.0,312.0,371.0,1057.0,2435.0,659.0,1900.0,1598.0,2145.0,2875.0,,1204.0,2541.0,1860.0,3173.0,172.0,3178.0,1611.0,1442.0,71.0,2065.0
2866.0,287.0,1979.0,2197.0,1577.0,1623.0,1581.0,2935.0,2976.0,458.0,2064.0,2039.0,3109.0,,144.0,1492.0,1826.0,1293.0,640.0,1466.0,1416.0,1227.0,1226.0,2223.0
1698.0,703.0,2343.0,1855.0,77.0,3174.0,2522.0,1698.0,2443.0,817.0,1622.0,93.0,291.0,,114.0,786.0,3416.0,1369.0,558.0,777.0,3241.0,588.0,209.0,1839.0
1660.0,791.0,3063.0,456.0,1656.0,2769.0,3392.0,1106.0,1216.0,2990.0,456.0,1648.0,3221.0,,2125.0,1717.0,1170.0,1126.0,2426.0,2591.0,352.0,1806.0,123.0,475.0
1452.0,1304.0,2180.0,1598.0,2477.0,573.0,1684.0,2521.0,41.0,1441.0,1597.0,822.0,2036.0,,1724.0,1603.0,2903.0,2496.0,1403.0,613.0,1459.0,403.0,3079.0,1748.0
89.0,1612.0,467.0,1597.0,560.0,2776.0,1017.0,842.0,550.0,1811.0,2232.0,2615.0,2530.0,,279.0,590.0,2658.0,2793.0,1619.0,128.0,2781.0,1800.0,1640.0,1135.0
2710.0,566.0,297.0,553.0,284.0,264.0,1437.0,1684.0,53.0,2358.0,765.0,1206.0,3073.0,,1196.0,2501.0,987.0,2599.0,1552.0,2930.0,2554.0,430.0,1288.0,430.0
1607.0,2548.0,3066.0,1154.0,183.0,2960.0,20.0,2534.0,3111.0,2122.0,78.0,2870.0,1636.0,,3103.0,483.0,1425.0,658.0,2466.0,3056.0,1286.0,703.0,527.0,1017.0
857.0,1463.0,572.0,1704.0,313.0,1937.0,2272.0,1437.0,560.0,2182.0,630.0,1090.0,159.0,,2826.0,1456.0,2036.0,1699.0,404.0,2764.0,3012.0,709.0,2640.0,2771.0
2033.0,403.0,2863.0,1294.0,754.0,2382.0,313.0,167.0,2405.0,3289.0,99.0,1424.0,2204.0,,1135.0,3059.0,2066.0,1448.0,376.0,2727.0,2656.0,1118.0,923.0,1577.0
2821.0,238.0,587.0,2493.0,405.0,1688.0,2481.0,1221.0,2534.0,3211.0,1104.0,915.0,468.0,,2000.0,3111.0,175.0,3359.0,709.0,213.0,631.0,982.0,1750.0,211.0
444.0,186.0,1679.0,612.0,1926.0,165.0,3374.0,113.0,1477.0,246.0,1103.0,2867.0,2018.0,,3258.0,1157.0,957.0,1015.0,824.0,3043.0,588.0,241.0,1018.0,313.0
1239.0,1535.0,1806.0,795.0,742.0,2463.0,721.0,2516.0,3221.0,1616.0,553.0,2490.0,2354.0,,264.0,2156.0,2018.0,1018.0,2175.0,2156.0,1548.0,1017.0,2869.0,1307.0
445.0,1592.0,2407.0,2020.0,1503.0,1073.0,945.0,721.0,1284.0,1201.0,1290.0,1422.0,3416.0,,215.0,412.0,62.0,2763.0,2857.0,1518.0,367.0,2548.0,1246.0,324.0
113.0,1811.0,185.0,1319.0,595.0,2332.0,337.0,1691.0,2040.0,3281.0,1039.0,704.0,2658.0,,3309.0,2153.0,2204.0,2848.0,2092.0,1756.0,1379.0,566.0,1286.0,1805.0
1106.0,2646.0,1330.0,777.0,641.0,364.0,1577.0,1671.0,3001.0,1976.0,320.0,1631.0,2477.0,,535.0,3116.0,2039.0,2179.0,1903.0,1975.0,1806.0,1461.0,1103.0,1463.0
2534.0,474.0,693.0,1268.0,1491.0,2558.0,405.0,292.0,1457.0,267.0,440.0,2216.0,2176.0,,1047.0,2628.0,2077.0,3259.0,1800.0,2458.0,979.0,569.0,2971.0,722.0
2432.0,2156.0,2739.0,492.0,1098.0,909.0,1463.0,461.0,2493.0,538.0,493.0,2045.0,218.0,,1624.0,2535.0,3115.0,1849.0,846.0,1987.0,554.0,1429.0,415.0,581.0
1666.0,1800.0,1879.0,1616.0,211.0,2580.0,1691.0,1487.0,3056.0,84.0,1704.0,1428.0,579.0,,2029.0,2466.0,2037.0,2295.0,3028.0,1268.0,1506.0,3235.0,2696.0,3113.0
2569.0,1477.0,3037.0,1622.0,1237.0,1991.0,94.0,2432.0,2268.0,1036.0,164.0,551.0,1864.0,,3185.0,1888.0,2013.0,2488.0,396.0,1330.0,1858.0,238.0,2174.0,672.0
1604.0,1369.0,2242.0,1942.0,20.0,2404.0,2866.0,24.0,375.0,2550.0,780.0,2470.0,1037.0,,783.0,941.0,1442.0,244.0,1504.0,2532.0,1357.0,405.0,2198.0,1191.0
994.0,3375.0,1117.0,1104.0,1004.0,2189.0,2410.0,2260.0,1688.0,63.0,702.0,2814.0,3001.0,,854.0,1202.0,2321.0,2468.0,1497.0,952.0,1476.0,1463.0,2225.0,742.0
1110.0,1429.0,2618.0,630.0,412.0,572.0,521.0,337.0,798.0,377.0,669.0,2973.0,2086.0,,490.0,1918.0,3073.0,1926.0,876.0,588.0,578.0,1283.0,2980.0,440.0
963.0,166.0,2240.0,787.0,184.0,2442.0,2260.0,972.0,1847.0,675.0,29.0,2901.0,512.0,,960.0,2545.0,1002.0,1330.0,313.0,2663.0,2902.0,1330.0,784.0,1926.0
513.0,241.0,12.0,324.0,297.0,2005.0,1698.0,1182.0,3.0,885.0,248.0,1146.0,2013.0,,2778.0,2422.0,1272.0,313.0,609.0,610.0,646.0,791.0,2811.0,3349.0
2146.0,313.0,2837.0,765.0,1079.0,1927.0,24.0,1330.0,317.0,372.0,2527.0,2829.0,3283.0,,3396.0,1990.0,3283.0,1017.0,1268.0,2887.0,1152.0,2156.0,1389.0,2190.0
842.0,590.0,692.0,1436.0,1307.0,2398.0,381.0,666.0,159.0,24.0,2154.0,2194.0,2321.0,,170.0,2795.0,1417.0,3374.0,12.0,2575.0,535.0,439.0,612.0,3374.0
516.0,385.0,1502.0,493.0,440.0,3323.0,2935.0,2480.0,2065.0,520.0,617.0,2756.0,842.0,,3179.0,1047.0,1793.0,1672.0,1257.0,2822.0,363.0,186.0,1268.0,3418.0
1476.0,1026.0,2751.0,780.0,12.0,2501.0,2092.0,2430.0,1784.0,3315.0,1493.0,3330.0,1829.0,,1308.0,1921.0,1302.0,1026.0,2812.0,1365.0,1740.0,622.0,2020.0,1118.0
1105.0,1017.0,183.0,164.0,442.0,582.0,1258.0,2108.0,2027.0,1576.0,1132.0,3398.0,611.0,,1121.0,1238.0,1864.0,2473.0,2934.0,1797.0,3197.0,1404.0,1294.0,203.0
743.0,1330.0,755.0,702.0,348.0,2158.0,1124.0,2143.0,2190.0,3301.0,96.0,63.0,2475.0,,472.0,2740.0,2365.0,1227.0,780.0,851.0,1635.0,442.0,795.0,2157.0
2840.0,711.0,3121.0,320.0,520.0,2493.0,1097.0,1750.0,1524.0,34.0,864.0,632.0,957.0,,958.0,3322.0,291.0,1414.0,2098.0,5.0,985.0,277.0,1616.0,1752.0
721.0,1577.0,3340.0,1103.0,1232.0,1445.0,445.0,1855.0,203.0,1483.0,835.0,994.0,2823.0,,2638.0,641.0,1157.0,1307.0,3191.0,2745.0,1112.0,2273.0,2493.0,670.0
2905.0,430.0,3362.0,99.0,3113.0,2318.0,857.0,2140.0,313.0,383.0,1102.0,1870.0,1475.0,,2984.0,1847.0,2177.0,430.0,2734.0,2558.0,138.0,1811.0,1319.0,1052.0
2272.0,1227.0,2425.0,2154.0,503.0,2203.0,1202.0,2344.0,369.0,2137.0,91.0,1178.0,2376.0,,2495.0,1839.0,2477.0,572.0,1933.0,1036.0,2121.0,1495.0,777.0,405.0
1256.0,442.0,1641.0,617.0,2153.0,2083.0,292.0,771.0,2941.0,1781.0,324.0,579.0,658.0,,2865.0,2906.0,2513.0,1463.0,3333.0,2779.0,3175.0,474.0,2541.0,2941.0
2424.0,3113.0,3304.0,1039.0,15.0,2240.0,113.0,3245.0,371.0,1439.0,1650.0,3071.0,2796.0,,2163.0,833.0,41.0,2534.0,1615.0,275.0,2399.0,1472.0,1436.0,20.0
292.0,2534.0,313.0,1603.0,345.0,3340.0,1110.0,974.0,1414.0,1504.0,25.0,527.0,3064.0,,534.0,612.0,1850.0,129.0,448.0,1240.0,1435.0,2478.0,630.0,442.0
337.0,20.0,2934.0,440.0,324.0,1330.0,6.0,5.0,405.0,1670.0,761.0,2135.0,1027.0,,2681.0,2232.0,2195.0,1241.0,2806.0,112.0,2894.0,3113.0,2232.0,1111.0
1221.0,378.0,818.0,669.0,1811.0,739.0,1018.0,1236.0,1763.0,260.0,2121.0,1376.0,2374.0,,1684.0,1294.0,3221.0,2520.0,2077.0,2824.0,860.0,414.0,1598.0,346.0
927.0,1461.0,3239.0,248.0,1118.0,2494.0,444.0,1746.0,581.0,285.0,701.0,1576.0,2066.0,,296.0,795.0,2454.0,1442.0,1629.0,1271.0,1604.0,1369.0,492.0,504.0
1192.0,414.0,1548.0,412.0,1378.0,2543.0,2480.0,2406.0,3349.0,2598.0,369.0,1244.0,3115.0,,1698.0,777.0,3343.0,2477.0,2462.0,2730.0,1222.0,1592.0,2064.0,371.0
1487.0,759.0,2797.0,96.0,2493.0,2153.0,2710.0,899.0,1926.0,258.0,1313.0,1592.0,2845.0,,2204.0,1319.0,1415.0,12.0,3073.0,366.0,3417.0,2153.0,1622.0,293.0
2435.0,3256.0,752.0,78.0,14.0,1749.0,281.0,1947.0,742.0,1771.0,2418.0,2362.0,1272.0,,3351.0,1268.0,1027.0,1209.0,2668.0,328.0,1919.0,466.0,1154.0,129.0
581.0,335.0,3067.0,1640.0,1431.0,2652.0,927.0,723.0,1622.0,1612.0,728.0,1817.0,2816.0,,2956.0,2020.0,2387.0,1430.0,2258.0,1423.0,831.0,1055.0,456.0,409.0
1926.0,371.0,2448.0,1102.0,185.0,1879.0,365.0,50.0,1752.0,1734.0,866.0,2605.0,1960.0,,2081.0,1598.0,2861.0,2475.0,453.0,403.0,2738.0,770.0,765.0,1622.0
3374.0,466.0,2991.0,1108.0,401.0,3367.0,2739.0,2436.0,3113.0,3022.0,1492.0,2311.0,313.0,,2636.0,1616.0,1189.0,423.0,60.0,2980.0,2009.0,1208.0,440.0,1414.0
3113.0,2057.0,1432.0,1492.0,378.0,3111.0,2081.0,1499.0,2771.0,862.0,942.0,919.0,2387.0,,2146.0,1104.0,2865.0,927.0,2839.0,1840.0,217.0,467.0,2527.0,794.0
371.0,2148.0,3327.0,25.0,3365.0,2981.0,447.0,2821.0,1118.0,2346.0,73.0,159.0,2221.0,,2739.0,492.0,2298.0,1214.0,2793.0,342.0,3024.0,378.0,1039.0,1002.0
742.0,623.0,2676.0,1493.0,1119.0,1337.0,2484.0,1450.0,3374.0,2688.0,1183.0,1199.0,2865.0,,2168.0,2064.0,3064.0,414.0,494.0,2624.0,,2057.0,1290.0,977.0
3418.0,479.0,3312.0,864.0,2064.0,980.0,1214.0,2146.0,1191.0,1423.0,1585.0,756.0,175.0,,126.0,1108.0,2816.0,1472.0,3227.0,2261.0,,2476.0,99.0,1492.0
2190.0,705.0,3212.0,29.0,1200.0,1025.0,2543.0,513.0,440.0,2287.0,951.0,555.0,657.0,,3109.0,787.0,2163.0,366.0,2799.0,3366.0,,1577.0,78.0,1442.0
2941.0,1403.0,1981.0,1650.0,865.0,1301.0,1265.0,1894.0,3418.0,2517.0,1719.0,2291.0,1170.0,,1362.0,1622.0,169.0,337.0,2263.0,3389.0,,1600.0,1597.0,3209.0
1135.0,439.0,2434.0,761.0,430.0,1206.0,255.0,2414.0,2157.0,2264.0,682.0,1696.0,2163.0,,234.0,2527.0,516.0,3043.0,288.0,3400.0,,1259.0,553.0,2146.0
672.0,1289.0,423.0,1183.0,288.0,3001.0,1522.0,3086.0,20.0,1938.0,293.0,2739.0,1645.0,,315.0,1154.0,2845.0,2517.0,1850.0,1575.0,,2012.0,1942.0,1324.0
2771.0,277.0,232.0,701.0,669.0,2144.0,2318.0,1302.0,672.0,292.0,870.0,2349.0,381.0,,2951.0,456.0,945.0,842.0,2456.0,2481.0,,1477.0,1104.0,1757.0
1577.0,1283.0,3086.0,369.0,1586.0,2809.0,2237.0,2232.0,1052.0,968.0,722.0,3010.0,169.0,,2751.0,1597.0,2843.0,709.0,2634.0,2603.0,,623.0,1102.0,1197.0
405.0,775.0,829.0,835.0,203.0,2541.0,2534.0,2321.0,2273.0,401.0,1950.0,2406.0,3143.0,,656.0,164.0,2951.0,1577.0,1659.0,367.0,,475.0,864.0,2318.0
1463.0,1209.0,2203.0,1132.0,1289.0,2700.0,1256.0,2038.0,468.0,1530.0,388.0,1065.0,2133.0,,1779.0,2587.0,2956.0,585.0,1635.0,3207.0,,1584.0,96.0,116.0
3349.0,405.0,582.0,405.0,2527.0,587.0,3005.0,1217.0,409.0,1262.0,1798.0,3081.0,2951.0,,1500.0,410.0,1770.0,977.0,855.0,2273.0,,775.0,1132.0,1564.0
1340.0,3032.0,739.0,2527.0,588.0,157.0,1441.0,1781.0,44.0,1295.0,867.0,1450.0,2062.0,,2630.0,371.0,550.0,513.0,2083.0,1129.0,,2646.0,1340.0,565.0
167.0,1600.0,2582.0,1950.0,1502.0,1057.0,611.0,1065.0,504.0,865.0,755.0,1982.0,2453.0,,2279.0,91.0,2472.0,159.0,1994.0,2493.0,,420.0,787.0,3106.0
1330.0,475.0,3070.0,942.0,1614.0,1928.0,1505.0,2882.0,1577.0,1506.0,1207.0,1182.0,1352.0,,2710.0,1903.0,614.0,1566.0,1957.0,2866.0,,1111.0,493.0,1763.0
20.0,2468.0,2823.0,2318.0,2840.0,1794.0,3351.0,11.0,1111.0,2133.0,2583.0,2952.0,2279.0,,1486.0,2154.0,2176.0,1477.0,1028.0,2275.0,,705.0,164.0,941.0
753.0,467.0,2981.0,866.0,2543.0,1584.0,2140.0,3343.0,1748.0,2816.0,754.0,2850.0,965.0,,1499.0,1103.0,1698.0,704.0,1582.0,200.0,,285.0,780.0,2555.0
2518.0,1476.0,1766.0,1313.0,977.0,232.0,2433.0,1500.0,1135.0,1003.0,405.0,1684.0,3150.0,,1555.0,765.0,1196.0,1404.0,15.0,729.0,,20.0,1704.0,1130.0
1622.0,2520.0,436.0,867.0,876.0,2695.0,2428.0,736.0,442.0,2649.0,1340.0,2232.0,2956.0,,2260.0,1290.0,3347.0,405.0,513.0,1557.0,,1209.0,702.0,1581.0
1118.0,2475.0,1531.0,1585.0,2440.0,3120.0,1221.0,2376.0,346.0,2312.0,790.0,3083.0,1486.0,,1759.0,553.0,1645.0,241.0,1496.0,135.0,,243.0,1603.0,2522.0
1302.0,392.0,1768.0,2605.0,1088.0,3018.0,2435.0,1379.0,3209.0,3131.0,581.0,1555.0,1698.0,,1360.0,630.0,2541.0,1117.0,910.0,2705.0,,1524.0,320.0,3392.0
1212.0,1806.0,2673.0,793.0,346.0,2465.0,296.0,296.0,941.0,2939.0,742.0,2503.0,2140.0,,1750.0,96.0,1418.0,759.0,2924.0,1239.0,,392.0,617.0,927.0
1107.0,977.0,3077.0,754.0,1377.0,2751.0,2421.0,1214.0,430.0,1868.0,442.0,5.0,244.0,,1130.0,99.0,1528.0,1582.0,1457.0,723.0,,349.0,669.0,2480.0
203.0,1002.0,956.0,728.0,2521.0,778.0,2424.0,1256.0,1017.0,1057.0,1307.0,45.0,1418.0,,47.0,78.0,2063.0,3113.0,3255.0,93.0,,335.0,248.0,842.0
2527.0,622.0,1718.0,442.0,16.0,1459.0,1607.0,230.0,1307.0,1651.0,288.0,1950.0,2079.0,,536.0,1102.0,1028.0,3238.0,890.0,1300.0,,1030.0,412.0,337.0
859.0,3111.0,2414.0,293.0,1342.0,99.0,167.0,1105.0,324.0,2770.0,438.0,1957.0,2513.0,,1952.0,1942.0,2823.0,1140.0,1029.0,1065.0,,485.0,2154.0,1330.0
346.0,2478.0,2652.0,1491.0,299.0,1845.0,1056.0,1318.0,670.0,3080.0,852.0,2108.0,1007.0,,1352.0,1039.0,2875.0,1023.0,2719.0,255.0,,1237.0,1493.0,2866.0
1292.0,203.0,1673.0,755.0,699.0,3221.0,1687.0,857.0,2519.0,1598.0,1491.0,2321.0,1705.0,,2572.0,440.0,468.0,1456.0,1818.0,1106.0,,385.0,91.0,2534.0
2521.0,1524.0,1927.0,73.0,872.0,1926.0,1011.0,1939.0,33.0,492.0,793.0,2430.0,1275.0,,2120.0,1132.0,729.0,1266.0,657.0,2067.0,,486.0,1108.0,1168.0
2481.0,2476.0,305.0,20.0,898.0,2673.0,666.0,609.0,977.0,1319.0,473.0,2038.0,2260.0,,2472.0,864.0,1173.0,411.0,3153.0,2501.0,,482.0,1492.0,1698.0
3086.0,1657.0,2424.0,1290.0,1340.0,2545.0,2569.0,1452.0,794.0,2232.0,1644.0,1066.0,2625.0,,3235.0,1340.0,1275.0,1189.0,279.0,757.0,,1476.0,2318.0,2521.0
290.0,842.0,969.0,1798.0,1335.0,2863.0,898.0,2081.0,1064.0,765.0,1943.0,2121.0,196.0,,797.0,870.0,827.0,2511.0,583.0,2387.0,,3238.0,835.0,89.0
1248.0,420.0,2003.0,520.0,375.0,2521.0,1185.0,741.0,1513.0,2493.0,520.0,2354.0,2254.0,,2812.0,29.0,424.0,1093.0,1107.0,1187.0,,1520.0,2121.0,167.0
1214.0,1586.0,2465.0,1943.0,1475.0,1456.0,1168.0,1707.0,293.0,456.0,794.0,3343.0,310.0,,1247.0,369.0,1352.0,1431.0,1565.0,3359.0,,203.0,1183.0,2481.0
1447.0,1441.0,1756.0,1534.0,3181.0,423.0,461.0,1557.0,1650.0,1154.0,1534.0,1750.0,2411.0,,2686.0,248.0,2279.0,1748.0,1598.0,2352.0,,1448.0,761.0,857.0
1190.0,3181.0,184.0,1130.0,1482.0,1333.0,2430.0,3010.0,1463.0,1597.0,468.0,3416.0,1302.0,,1571.0,493.0,2407.0,1135.0,492.0,2541.0,,1490.0,1650.0,1221.0
24.0,1584.0,3364.0,3384.0,774.0,830.0,2432.0,2135.0,2555.0,493.0,1130.0,2444.0,3259.0,,1188.0,1704.0,310.0,560.0,1319.0,1086.0,,3297.0,25.0,1124.0
1191.0,3160.0,2485.0,1207.0,885.0,530.0,2143.0,912.0,1492.0,164.0,361.0,2376.0,1752.0,,2194.0,780.0,2630.0,581.0,765.0,2962.0,,1191.0,942.0,1110.0
2326.0,1431.0,3323.0,2523.0,191.0,2091.0,1239.0,3151.0,38.0,1622.0,595.0,1855.0,3343.0,,2379.0,702.0,3150.0,672.0,2232.0,1562.0,,1289.0,324.0,721.0
1752.0,1566.0,1767.0,742.0,204.0,1596.0,2821.0,1239.0,2265.0,1103.0,242.0,91.0,2444.0,,2843.0,617.0,2129.0,3349.0,1622.0,2534.0,,1647.0,29.0,1684.0
430.0,3018.0,2083.0,682.0,1581.0,2535.0,118.0,234.0,2900.0,1104.0,20.0,2436.0,3106.0,,3296.0,669.0,3143.0,3418.0,456.0,2158.0,,16.0,728.0,113.0
1757.0,1287.0,135.0,388.0,2522.0,3189.0,2108.0,2121.0,1324.0,777.0,978.0,2238.0,2177.0,,1056.0,1640.0,1475.0,203.0,1154.0,3384.0,,3291.0,870.0,1487.0
1182.0,2416.0,3394.0,2830.0,3392.0,2739.0,1855.0,444.0,2033.0,617.0,1181.0,2866.0,1417.0,,3249.0,835.0,1355.0,1752.0,1597.0,2305.0,,479.0,369.0,2569.0
